"gene","seqid","type"
"ENSMUSG00000117055","17","pseudogene"
"ENSMUSG00000117056","17","pseudogene"
"ENSMUSG00000117057","17","pseudogene"
"ENSMUSG00000117058","17","pseudogene"
"ENSMUSG00000117059","17","pseudogene"
"ENSMUSG00000117060","17","pseudogene"
"ENSMUSG00000117061","17","ncRNA_gene"
"ENSMUSG00000117062","17","pseudogene"
"ENSMUSG00000117063","17","ncRNA_gene"
"ENSMUSG00000117064","17","pseudogene"
"ENSMUSG00000117065","17","pseudogene"
"ENSMUSG00000117066","17","ncRNA_gene"
"ENSMUSG00000117067","17","pseudogene"
"ENSMUSG00000117068","17","pseudogene"
"ENSMUSG00000117069","17","ncRNA_gene"
"ENSMUSG00000117070","17","ncRNA_gene"
"ENSMUSG00000117071","17","pseudogene"
"ENSMUSG00000117072","17","ncRNA_gene"
"ENSMUSG00000117073","17","pseudogene"
"ENSMUSG00000117074","17","pseudogene"
"ENSMUSG00000117075","17","gene"
"ENSMUSG00000117076","17","ncRNA_gene"
"ENSMUSG00000117077","17","pseudogene"
"ENSMUSG00000117078","17","pseudogene"
"ENSMUSG00000117079","17","ncRNA_gene"
"ENSMUSG00000117080","17","ncRNA_gene"
"ENSMUSG00000117081","16","gene"
"ENSMUSG00000117082","17","pseudogene"
"ENSMUSG00000117084","17","ncRNA_gene"
"ENSMUSG00000117085","17","ncRNA_gene"
"ENSMUSG00000117086","17","pseudogene"
"ENSMUSG00000117088","17","pseudogene"
"ENSMUSG00000117089","17","pseudogene"
"ENSMUSG00000117090","17","pseudogene"
"ENSMUSG00000117091","1","gene"
"ENSMUSG00000117092","17","ncRNA_gene"
"ENSMUSG00000117093","17","gene"
"ENSMUSG00000117094","17","pseudogene"
"ENSMUSG00000117095","17","pseudogene"
"ENSMUSG00000117096","17","ncRNA_gene"
"ENSMUSG00000117098","17","gene"
"ENSMUSG00000117099","17","pseudogene"
"ENSMUSG00000117100","17","ncRNA_gene"
"ENSMUSG00000117101","6","pseudogene"
"ENSMUSG00000117102","17","gene"
"ENSMUSG00000117103","17","pseudogene"
"ENSMUSG00000117104","17","ncRNA_gene"
"ENSMUSG00000117105","17","ncRNA_gene"
"ENSMUSG00000117106","17","ncRNA_gene"
"ENSMUSG00000117107","17","pseudogene"
"ENSMUSG00000117108","17","pseudogene"
"ENSMUSG00000117109","17","pseudogene"
"ENSMUSG00000117110","17","ncRNA_gene"
"ENSMUSG00000117111","17","pseudogene"
"ENSMUSG00000117112","17","pseudogene"
"ENSMUSG00000117113","17","gene"
"ENSMUSG00000117114","17","pseudogene"
"ENSMUSG00000117115","17","pseudogene"
"ENSMUSG00000117116","17","pseudogene"
"ENSMUSG00000117117","17","ncRNA_gene"
"ENSMUSG00000117118","17","ncRNA_gene"
"ENSMUSG00000117119","17","pseudogene"
"ENSMUSG00000117120","17","ncRNA_gene"
"ENSMUSG00000117121","17","gene"
"ENSMUSG00000117122","17","pseudogene"
"ENSMUSG00000117123","4","ncRNA_gene"
"ENSMUSG00000117124","17","ncRNA_gene"
"ENSMUSG00000117125","17","pseudogene"
"ENSMUSG00000117126","17","gene"
"ENSMUSG00000117127","17","pseudogene"
"ENSMUSG00000117128","17","ncRNA_gene"
"ENSMUSG00000117129","16","ncRNA_gene"
"ENSMUSG00000117130","17","ncRNA_gene"
"ENSMUSG00000117131","17","ncRNA_gene"
"ENSMUSG00000117132","17","ncRNA_gene"
"ENSMUSG00000117133","17","gene"
"ENSMUSG00000117134","17","pseudogene"
"ENSMUSG00000117135","17","pseudogene"
"ENSMUSG00000117136","17","gene"
"ENSMUSG00000117137","17","ncRNA_gene"
"ENSMUSG00000117138","17","pseudogene"
"ENSMUSG00000117139","17","ncRNA_gene"
"ENSMUSG00000117140","17","pseudogene"
"ENSMUSG00000117141","17","pseudogene"
"ENSMUSG00000117142","17","pseudogene"
"ENSMUSG00000117143","17","ncRNA_gene"
"ENSMUSG00000117145","17","gene"
"ENSMUSG00000117146","17","pseudogene"
"ENSMUSG00000117147","17","pseudogene"
"ENSMUSG00000117148","17","gene"
"ENSMUSG00000117149","17","pseudogene"
"ENSMUSG00000117150","17","pseudogene"
"ENSMUSG00000117151","17","pseudogene"
"ENSMUSG00000117154","17","pseudogene"
"ENSMUSG00000117156","17","pseudogene"
"ENSMUSG00000117157","17","ncRNA_gene"
"ENSMUSG00000117158","17","pseudogene"
"ENSMUSG00000117159","17","pseudogene"
"ENSMUSG00000117160","17","pseudogene"
"ENSMUSG00000117161","17","pseudogene"
"ENSMUSG00000117162","17","pseudogene"
"ENSMUSG00000117163","17","pseudogene"
"ENSMUSG00000117164","17","pseudogene"
"ENSMUSG00000117165","17","pseudogene"
"ENSMUSG00000117166","17","pseudogene"
"ENSMUSG00000117167","16","pseudogene"
"ENSMUSG00000117168","17","pseudogene"
"ENSMUSG00000117169","17","pseudogene"
"ENSMUSG00000117170","17","pseudogene"
"ENSMUSG00000117171","17","ncRNA_gene"
"ENSMUSG00000117172","17","ncRNA_gene"
"ENSMUSG00000117174","17","pseudogene"
"ENSMUSG00000117175","17","ncRNA_gene"
"ENSMUSG00000117176","17","pseudogene"
"ENSMUSG00000117177","17","pseudogene"
"ENSMUSG00000117178","17","pseudogene"
"ENSMUSG00000117179","16","ncRNA_gene"
"ENSMUSG00000117180","17","pseudogene"
"ENSMUSG00000117181","17","ncRNA_gene"
"ENSMUSG00000117182","17","pseudogene"
"ENSMUSG00000117183","17","pseudogene"
"ENSMUSG00000117184","17","pseudogene"
"ENSMUSG00000117185","17","ncRNA_gene"
"ENSMUSG00000117186","17","pseudogene"
"ENSMUSG00000117187","17","pseudogene"
"ENSMUSG00000117188","17","pseudogene"
"ENSMUSG00000117189","17","gene"
"ENSMUSG00000117190","17","gene"
"ENSMUSG00000117191","17","ncRNA_gene"
"ENSMUSG00000117192","17","pseudogene"
"ENSMUSG00000117193","17","ncRNA_gene"
"ENSMUSG00000117194","17","pseudogene"
"ENSMUSG00000117195","17","pseudogene"
"ENSMUSG00000117196","17","pseudogene"
"ENSMUSG00000117197","17","pseudogene"
"ENSMUSG00000117198","17","pseudogene"
"ENSMUSG00000117199","17","ncRNA_gene"
"ENSMUSG00000117200","17","pseudogene"
"ENSMUSG00000117201","17","pseudogene"
"ENSMUSG00000117202","17","pseudogene"
"ENSMUSG00000117203","17","pseudogene"
"ENSMUSG00000117204","17","ncRNA_gene"
"ENSMUSG00000117205","17","pseudogene"
"ENSMUSG00000117206","17","pseudogene"
"ENSMUSG00000117207","17","pseudogene"
"ENSMUSG00000117208","17","ncRNA_gene"
"ENSMUSG00000117209","17","pseudogene"
"ENSMUSG00000117210","17","ncRNA_gene"
"ENSMUSG00000117211","17","pseudogene"
"ENSMUSG00000117213","17","pseudogene"
"ENSMUSG00000117214","17","pseudogene"
"ENSMUSG00000117215","17","pseudogene"
"ENSMUSG00000117216","17","ncRNA_gene"
"ENSMUSG00000117217","17","pseudogene"
"ENSMUSG00000117218","17","pseudogene"
"ENSMUSG00000117219","17","pseudogene"
"ENSMUSG00000117220","17","ncRNA_gene"
"ENSMUSG00000117221","17","ncRNA_gene"
"ENSMUSG00000117222","17","ncRNA_gene"
"ENSMUSG00000117223","17","pseudogene"
"ENSMUSG00000117224","17","pseudogene"
"ENSMUSG00000117225","17","pseudogene"
"ENSMUSG00000117226","17","ncRNA_gene"
"ENSMUSG00000117227","17","ncRNA_gene"
"ENSMUSG00000117228","17","pseudogene"
"ENSMUSG00000117229","17","ncRNA_gene"
"ENSMUSG00000117230","17","pseudogene"
"ENSMUSG00000117231","17","ncRNA_gene"
"ENSMUSG00000117232","16","ncRNA_gene"
"ENSMUSG00000117233","17","ncRNA_gene"
"ENSMUSG00000117234","17","pseudogene"
"ENSMUSG00000117235","17","ncRNA_gene"
"ENSMUSG00000117236","17","pseudogene"
"ENSMUSG00000117237","17","pseudogene"
"ENSMUSG00000117238","7","ncRNA_gene"
"ENSMUSG00000117239","17","pseudogene"
"ENSMUSG00000117240","17","pseudogene"
"ENSMUSG00000117241","17","pseudogene"
"ENSMUSG00000117243","17","ncRNA_gene"
"ENSMUSG00000117244","17","pseudogene"
"ENSMUSG00000117245","17","ncRNA_gene"
"ENSMUSG00000117246","17","pseudogene"
"ENSMUSG00000117247","17","gene"
"ENSMUSG00000117248","17","pseudogene"
"ENSMUSG00000117249","17","pseudogene"
"ENSMUSG00000117250","17","ncRNA_gene"
"ENSMUSG00000117251","4","ncRNA_gene"
"ENSMUSG00000117252","17","pseudogene"
"ENSMUSG00000117253","17","pseudogene"
"ENSMUSG00000117254","17","ncRNA_gene"
"ENSMUSG00000117255","17","ncRNA_gene"
"ENSMUSG00000117256","17","pseudogene"
"ENSMUSG00000117257","17","pseudogene"
"ENSMUSG00000117258","17","pseudogene"
"ENSMUSG00000117259","17","pseudogene"
"ENSMUSG00000117260","17","pseudogene"
"ENSMUSG00000117262","17","pseudogene"
"ENSMUSG00000117263","17","ncRNA_gene"
"ENSMUSG00000117264","17","ncRNA_gene"
"ENSMUSG00000117265","17","gene"
"ENSMUSG00000117266","17","pseudogene"
"ENSMUSG00000117267","17","pseudogene"
"ENSMUSG00000117268","4","pseudogene"
"ENSMUSG00000117269","17","pseudogene"
"ENSMUSG00000117270","16","ncRNA_gene"
"ENSMUSG00000117271","17","pseudogene"
"ENSMUSG00000117272","17","pseudogene"
"ENSMUSG00000117273","17","pseudogene"
"ENSMUSG00000117274","17","pseudogene"
"ENSMUSG00000117275","17","pseudogene"
"ENSMUSG00000117276","17","pseudogene"
"ENSMUSG00000117277","17","pseudogene"
"ENSMUSG00000117278","17","ncRNA_gene"
"ENSMUSG00000117279","17","pseudogene"
"ENSMUSG00000117280","17","pseudogene"
"ENSMUSG00000117281","17","pseudogene"
"ENSMUSG00000117282","17","ncRNA_gene"
"ENSMUSG00000117283","17","pseudogene"
"ENSMUSG00000117284","17","gene"
"ENSMUSG00000117285","17","pseudogene"
"ENSMUSG00000117286","5","gene"
"ENSMUSG00000117287","17","ncRNA_gene"
"ENSMUSG00000117288","17","pseudogene"
"ENSMUSG00000117289","16","ncRNA_gene"
"ENSMUSG00000117290","17","gene"
"ENSMUSG00000117291","17","pseudogene"
"ENSMUSG00000117292","17","ncRNA_gene"
"ENSMUSG00000117293","17","pseudogene"
"ENSMUSG00000117294","17","gene"
"ENSMUSG00000117295","17","pseudogene"
"ENSMUSG00000117296","17","ncRNA_gene"
"ENSMUSG00000117297","17","ncRNA_gene"
"ENSMUSG00000117298","17","pseudogene"
"ENSMUSG00000117299","17","pseudogene"
"ENSMUSG00000117300","17","pseudogene"
"ENSMUSG00000117301","17","ncRNA_gene"
"ENSMUSG00000117302","17","pseudogene"
"ENSMUSG00000117303","17","ncRNA_gene"
"ENSMUSG00000117304","17","pseudogene"
"ENSMUSG00000117305","17","pseudogene"
"ENSMUSG00000117306","6","pseudogene"
"ENSMUSG00000117307","17","pseudogene"
"ENSMUSG00000117308","17","pseudogene"
"ENSMUSG00000117309","16","pseudogene"
"ENSMUSG00000117310","1","gene"
"ENSMUSG00000117311","17","gene"
"ENSMUSG00000117312","17","pseudogene"
"ENSMUSG00000117313","17","ncRNA_gene"
"ENSMUSG00000117314","17","ncRNA_gene"
"ENSMUSG00000117315","17","ncRNA_gene"
"ENSMUSG00000117316","17","pseudogene"
"ENSMUSG00000117317","16","ncRNA_gene"
"ENSMUSG00000117318","17","pseudogene"
"ENSMUSG00000117319","17","pseudogene"
"ENSMUSG00000117320","17","pseudogene"
"ENSMUSG00000117321","17","pseudogene"
"ENSMUSG00000117322","17","ncRNA_gene"
"ENSMUSG00000117323","17","ncRNA_gene"
"ENSMUSG00000117324","16","ncRNA_gene"
"ENSMUSG00000117325","17","pseudogene"
"ENSMUSG00000117326","17","pseudogene"
"ENSMUSG00000117328","17","ncRNA_gene"
"ENSMUSG00000117329","17","pseudogene"
"ENSMUSG00000117330","17","pseudogene"
"ENSMUSG00000117331","17","pseudogene"
"ENSMUSG00000117332","17","gene"
"ENSMUSG00000117333","17","pseudogene"
"ENSMUSG00000117334","17","ncRNA_gene"
"ENSMUSG00000117335","17","ncRNA_gene"
"ENSMUSG00000117336","17","pseudogene"
"ENSMUSG00000117337","17","ncRNA_gene"
"ENSMUSG00000117338","17","gene"
"ENSMUSG00000117340","17","pseudogene"
"ENSMUSG00000117341","17","ncRNA_gene"
"ENSMUSG00000117342","17","ncRNA_gene"
"ENSMUSG00000117343","17","pseudogene"
"ENSMUSG00000117344","17","pseudogene"
"ENSMUSG00000117345","18","pseudogene"
"ENSMUSG00000117346","18","pseudogene"
"ENSMUSG00000117347","17","pseudogene"
"ENSMUSG00000117348","18","pseudogene"
"ENSMUSG00000117349","18","pseudogene"
"ENSMUSG00000117350","18","ncRNA_gene"
"ENSMUSG00000117351","17","ncRNA_gene"
"ENSMUSG00000117352","17","pseudogene"
"ENSMUSG00000117353","18","pseudogene"
"ENSMUSG00000117354","17","pseudogene"
"ENSMUSG00000117355","17","ncRNA_gene"
"ENSMUSG00000117356","18","ncRNA_gene"
"ENSMUSG00000117357","18","pseudogene"
"ENSMUSG00000117358","17","ncRNA_gene"
"ENSMUSG00000117359","18","pseudogene"
"ENSMUSG00000117360","18","pseudogene"
"ENSMUSG00000117361","17","ncRNA_gene"
"ENSMUSG00000117362","17","pseudogene"
"ENSMUSG00000117363","18","gene"
"ENSMUSG00000117364","17","ncRNA_gene"
"ENSMUSG00000117365","18","ncRNA_gene"
"ENSMUSG00000117366","17","pseudogene"
"ENSMUSG00000117367","18","pseudogene"
"ENSMUSG00000117368","17","pseudogene"
"ENSMUSG00000117369","17","ncRNA_gene"
"ENSMUSG00000117370","18","pseudogene"
"ENSMUSG00000117371","17","ncRNA_gene"
"ENSMUSG00000117372","18","gene"
"ENSMUSG00000117373","17","pseudogene"
"ENSMUSG00000117374","17","pseudogene"
"ENSMUSG00000117375","17","ncRNA_gene"
"ENSMUSG00000117376","17","ncRNA_gene"
"ENSMUSG00000117377","18","pseudogene"
"ENSMUSG00000117378","18","ncRNA_gene"
"ENSMUSG00000117379","17","ncRNA_gene"
"ENSMUSG00000117380","18","ncRNA_gene"
"ENSMUSG00000117381","18","pseudogene"
"ENSMUSG00000117382","17","pseudogene"
"ENSMUSG00000117383","18","gene"
"ENSMUSG00000117384","17","ncRNA_gene"
"ENSMUSG00000117385","18","pseudogene"
"ENSMUSG00000117386","18","pseudogene"
"ENSMUSG00000117387","18","pseudogene"
"ENSMUSG00000117388","17","pseudogene"
"ENSMUSG00000117389","18","pseudogene"
"ENSMUSG00000117390","18","gene"
"ENSMUSG00000117391","17","ncRNA_gene"
"ENSMUSG00000117392","17","pseudogene"
"ENSMUSG00000117393","17","ncRNA_gene"
"ENSMUSG00000117394","17","ncRNA_gene"
"ENSMUSG00000117395","18","pseudogene"
"ENSMUSG00000117396","17","pseudogene"
"ENSMUSG00000117397","17","pseudogene"
"ENSMUSG00000117398","17","pseudogene"
"ENSMUSG00000117399","17","ncRNA_gene"
"ENSMUSG00000117400","17","ncRNA_gene"
"ENSMUSG00000117401","18","ncRNA_gene"
"ENSMUSG00000117402","18","pseudogene"
"ENSMUSG00000117403","17","pseudogene"
"ENSMUSG00000117404","18","ncRNA_gene"
"ENSMUSG00000117405","18","pseudogene"
"ENSMUSG00000117406","17","gene"
"ENSMUSG00000117407","18","pseudogene"
"ENSMUSG00000117408","17","pseudogene"
"ENSMUSG00000117409","17","pseudogene"
"ENSMUSG00000117410","18","ncRNA_gene"
"ENSMUSG00000117411","18","pseudogene"
"ENSMUSG00000117412","17","gene"
"ENSMUSG00000117413","17","ncRNA_gene"
"ENSMUSG00000117414","17","ncRNA_gene"
"ENSMUSG00000117415","17","ncRNA_gene"
"ENSMUSG00000117416","18","pseudogene"
"ENSMUSG00000117417","17","ncRNA_gene"
"ENSMUSG00000117418","18","ncRNA_gene"
"ENSMUSG00000117419","18","pseudogene"
"ENSMUSG00000117420","17","ncRNA_gene"
"ENSMUSG00000117421","17","ncRNA_gene"
"ENSMUSG00000117422","17","ncRNA_gene"
"ENSMUSG00000117423","17","ncRNA_gene"
"ENSMUSG00000117424","18","pseudogene"
"ENSMUSG00000117425","18","pseudogene"
"ENSMUSG00000117426","17","ncRNA_gene"
"ENSMUSG00000117427","17","ncRNA_gene"
"ENSMUSG00000117428","18","pseudogene"
"ENSMUSG00000117429","18","gene"
"ENSMUSG00000117430","18","gene"
"ENSMUSG00000117431","17","ncRNA_gene"
"ENSMUSG00000117432","17","ncRNA_gene"
"ENSMUSG00000117433","17","ncRNA_gene"
"ENSMUSG00000117434","17","ncRNA_gene"
"ENSMUSG00000117435","18","pseudogene"
"ENSMUSG00000117436","18","pseudogene"
"ENSMUSG00000117437","17","ncRNA_gene"
"ENSMUSG00000117438","17","pseudogene"
"ENSMUSG00000117439","18","pseudogene"
"ENSMUSG00000117440","17","ncRNA_gene"
"ENSMUSG00000117441","17","ncRNA_gene"
"ENSMUSG00000117442","17","ncRNA_gene"
"ENSMUSG00000117443","17","ncRNA_gene"
"ENSMUSG00000117444","17","ncRNA_gene"
"ENSMUSG00000117445","17","ncRNA_gene"
"ENSMUSG00000117446","17","ncRNA_gene"
"ENSMUSG00000117447","18","pseudogene"
"ENSMUSG00000117448","18","gene"
"ENSMUSG00000117449","18","pseudogene"
"ENSMUSG00000117450","18","ncRNA_gene"
"ENSMUSG00000117451","17","pseudogene"
"ENSMUSG00000117452","17","pseudogene"
"ENSMUSG00000117453","18","pseudogene"
"ENSMUSG00000117454","18","pseudogene"
"ENSMUSG00000117455","17","pseudogene"
"ENSMUSG00000117456","18","ncRNA_gene"
"ENSMUSG00000117457","17","ncRNA_gene"
"ENSMUSG00000117458","17","pseudogene"
"ENSMUSG00000117459","17","pseudogene"
"ENSMUSG00000117460","18","pseudogene"
"ENSMUSG00000117461","18","ncRNA_gene"
"ENSMUSG00000117462","18","pseudogene"
"ENSMUSG00000117463","18","pseudogene"
"ENSMUSG00000117464","18","pseudogene"
"ENSMUSG00000117465","18","ncRNA_gene"
"ENSMUSG00000117466","17","ncRNA_gene"
"ENSMUSG00000117467","18","ncRNA_gene"
"ENSMUSG00000117468","17","pseudogene"
"ENSMUSG00000117469","18","pseudogene"
"ENSMUSG00000117470","18","pseudogene"
"ENSMUSG00000117471","17","pseudogene"
"ENSMUSG00000117472","17","pseudogene"
"ENSMUSG00000117473","18","ncRNA_gene"
"ENSMUSG00000117474","18","ncRNA_gene"
"ENSMUSG00000117475","18","pseudogene"
"ENSMUSG00000117476","17","pseudogene"
"ENSMUSG00000117477","7","gene"
"ENSMUSG00000117478","18","ncRNA_gene"
"ENSMUSG00000117479","17","pseudogene"
"ENSMUSG00000117480","18","pseudogene"
"ENSMUSG00000117481","18","pseudogene"
"ENSMUSG00000117482","18","pseudogene"
"ENSMUSG00000117483","18","pseudogene"
"ENSMUSG00000117484","18","pseudogene"
"ENSMUSG00000117485","17","ncRNA_gene"
"ENSMUSG00000117486","17","ncRNA_gene"
"ENSMUSG00000117487","17","ncRNA_gene"
"ENSMUSG00000117488","17","ncRNA_gene"
"ENSMUSG00000117489","17","ncRNA_gene"
"ENSMUSG00000117490","18","ncRNA_gene"
"ENSMUSG00000117491","18","pseudogene"
"ENSMUSG00000117492","18","pseudogene"
"ENSMUSG00000117493","17","pseudogene"
"ENSMUSG00000117494","18","ncRNA_gene"
"ENSMUSG00000117495","17","gene"
"ENSMUSG00000117496","17","pseudogene"
"ENSMUSG00000117497","17","ncRNA_gene"
"ENSMUSG00000117498","17","pseudogene"
"ENSMUSG00000117499","17","gene"
"ENSMUSG00000117500","18","pseudogene"
"ENSMUSG00000117501","17","ncRNA_gene"
"ENSMUSG00000117502","18","pseudogene"
"ENSMUSG00000117503","18","pseudogene"
"ENSMUSG00000117504","18","pseudogene"
"ENSMUSG00000117505","18","ncRNA_gene"
"ENSMUSG00000117506","18","gene"
"ENSMUSG00000117507","17","pseudogene"
"ENSMUSG00000117508","18","ncRNA_gene"
"ENSMUSG00000117509","17","ncRNA_gene"
"ENSMUSG00000117510","18","pseudogene"
"ENSMUSG00000117511","17","ncRNA_gene"
"ENSMUSG00000117512","18","pseudogene"
"ENSMUSG00000117513","17","pseudogene"
"ENSMUSG00000117514","17","pseudogene"
"ENSMUSG00000117515","18","pseudogene"
"ENSMUSG00000117516","18","pseudogene"
"ENSMUSG00000117517","17","pseudogene"
"ENSMUSG00000117518","17","pseudogene"
"ENSMUSG00000117519","18","ncRNA_gene"
"ENSMUSG00000117520","18","ncRNA_gene"
"ENSMUSG00000117521","18","ncRNA_gene"
"ENSMUSG00000117522","17","pseudogene"
"ENSMUSG00000117523","17","ncRNA_gene"
"ENSMUSG00000117524","17","ncRNA_gene"
"ENSMUSG00000117525","17","ncRNA_gene"
"ENSMUSG00000117526","18","pseudogene"
"ENSMUSG00000117527","17","pseudogene"
"ENSMUSG00000117528","17","ncRNA_gene"
"ENSMUSG00000117529","18","ncRNA_gene"
"ENSMUSG00000117530","18","pseudogene"
"ENSMUSG00000117531","18","pseudogene"
"ENSMUSG00000117532","18","ncRNA_gene"
"ENSMUSG00000117533","18","pseudogene"
"ENSMUSG00000117534","17","ncRNA_gene"
"ENSMUSG00000117535","18","pseudogene"
"ENSMUSG00000117536","18","ncRNA_gene"
"ENSMUSG00000117537","17","pseudogene"
"ENSMUSG00000117538","17","gene"
"ENSMUSG00000117539","17","ncRNA_gene"
"ENSMUSG00000117540","17","pseudogene"
"ENSMUSG00000117541","18","ncRNA_gene"
"ENSMUSG00000117542","18","pseudogene"
"ENSMUSG00000117543","17","pseudogene"
"ENSMUSG00000117544","17","pseudogene"
"ENSMUSG00000117545","17","ncRNA_gene"
"ENSMUSG00000117546","17","gene"
"ENSMUSG00000117547","18","pseudogene"
"ENSMUSG00000117548","18","gene"
"ENSMUSG00000117549","18","pseudogene"
"ENSMUSG00000117550","18","pseudogene"
"ENSMUSG00000117551","17","ncRNA_gene"
"ENSMUSG00000117552","18","pseudogene"
"ENSMUSG00000117553","17","pseudogene"
"ENSMUSG00000117554","18","ncRNA_gene"
"ENSMUSG00000117555","17","pseudogene"
"ENSMUSG00000117556","18","pseudogene"
"ENSMUSG00000117557","17","ncRNA_gene"
"ENSMUSG00000117558","17","pseudogene"
"ENSMUSG00000117559","17","pseudogene"
"ENSMUSG00000117560","17","ncRNA_gene"
"ENSMUSG00000117561","17","ncRNA_gene"
"ENSMUSG00000117562","17","ncRNA_gene"
"ENSMUSG00000117563","18","pseudogene"
"ENSMUSG00000117564","17","ncRNA_gene"
"ENSMUSG00000117565","18","pseudogene"
"ENSMUSG00000117566","17","pseudogene"
"ENSMUSG00000117567","17","ncRNA_gene"
"ENSMUSG00000117568","17","pseudogene"
"ENSMUSG00000117569","17","ncRNA_gene"
"ENSMUSG00000117570","18","ncRNA_gene"
"ENSMUSG00000117571","17","ncRNA_gene"
"ENSMUSG00000117572","17","pseudogene"
"ENSMUSG00000117573","18","ncRNA_gene"
"ENSMUSG00000117574","18","ncRNA_gene"
"ENSMUSG00000117575","17","ncRNA_gene"
"ENSMUSG00000117576","18","pseudogene"
"ENSMUSG00000117577","17","ncRNA_gene"
"ENSMUSG00000117578","17","pseudogene"
"ENSMUSG00000117579","18","ncRNA_gene"
"ENSMUSG00000117580","17","pseudogene"
"ENSMUSG00000117581","17","pseudogene"
"ENSMUSG00000117582","17","pseudogene"
"ENSMUSG00000117583","18","pseudogene"
"ENSMUSG00000117584","17","pseudogene"
"ENSMUSG00000117585","18","pseudogene"
"ENSMUSG00000117586","17","pseudogene"
"ENSMUSG00000117587","17","pseudogene"
"ENSMUSG00000117588","18","ncRNA_gene"
"ENSMUSG00000117589","18","pseudogene"
"ENSMUSG00000117590","18","pseudogene"
"ENSMUSG00000117591","17","pseudogene"
"ENSMUSG00000117592","17","ncRNA_gene"
"ENSMUSG00000117593","18","pseudogene"
"ENSMUSG00000117594","18","ncRNA_gene"
"ENSMUSG00000117595","17","ncRNA_gene"
"ENSMUSG00000117596","17","ncRNA_gene"
"ENSMUSG00000117597","18","gene"
"ENSMUSG00000117598","17","ncRNA_gene"
"ENSMUSG00000117599","18","gene"
"ENSMUSG00000117600","18","gene"
"ENSMUSG00000117601","17","ncRNA_gene"
"ENSMUSG00000117602","18","ncRNA_gene"
"ENSMUSG00000117603","17","ncRNA_gene"
"ENSMUSG00000117604","18","ncRNA_gene"
"ENSMUSG00000117605","18","ncRNA_gene"
"ENSMUSG00000117606","18","pseudogene"
"ENSMUSG00000117607","18","pseudogene"
"ENSMUSG00000117608","18","ncRNA_gene"
"ENSMUSG00000117609","17","pseudogene"
"ENSMUSG00000117610","17","gene"
"ENSMUSG00000117611","17","ncRNA_gene"
"ENSMUSG00000117612","17","pseudogene"
"ENSMUSG00000117613","18","ncRNA_gene"
"ENSMUSG00000117614","17","ncRNA_gene"
"ENSMUSG00000117615","18","ncRNA_gene"
"ENSMUSG00000117616","17","ncRNA_gene"
"ENSMUSG00000117617","18","ncRNA_gene"
"ENSMUSG00000117618","18","ncRNA_gene"
"ENSMUSG00000117619","18","gene"
"ENSMUSG00000117620","18","pseudogene"
"ENSMUSG00000117621","18","gene"
"ENSMUSG00000117622","17","pseudogene"
"ENSMUSG00000117623","3","pseudogene"
"ENSMUSG00000117624","17","pseudogene"
"ENSMUSG00000117625","17","pseudogene"
"ENSMUSG00000117626","18","pseudogene"
"ENSMUSG00000117627","18","pseudogene"
"ENSMUSG00000117628","17","ncRNA_gene"
"ENSMUSG00000117629","17","pseudogene"
"ENSMUSG00000117630","18","pseudogene"
"ENSMUSG00000117631","17","pseudogene"
"ENSMUSG00000117632","18","ncRNA_gene"
"ENSMUSG00000117633","18","ncRNA_gene"
"ENSMUSG00000117634","18","ncRNA_gene"
"ENSMUSG00000117635","17","ncRNA_gene"
"ENSMUSG00000117636","18","pseudogene"
"ENSMUSG00000117637","17","ncRNA_gene"
"ENSMUSG00000117638","18","pseudogene"
"ENSMUSG00000117639","17","pseudogene"
"ENSMUSG00000117640","18","pseudogene"
"ENSMUSG00000117641","18","pseudogene"
"ENSMUSG00000117642","17","pseudogene"
"ENSMUSG00000117643","17","pseudogene"
"ENSMUSG00000117644","18","pseudogene"
"ENSMUSG00000117645","18","ncRNA_gene"
"ENSMUSG00000117646","18","pseudogene"
"ENSMUSG00000117647","17","ncRNA_gene"
"ENSMUSG00000117648","17","ncRNA_gene"
"ENSMUSG00000117649","17","pseudogene"
"ENSMUSG00000117650","18","ncRNA_gene"
"ENSMUSG00000117651","17","pseudogene"
"ENSMUSG00000117652","18","ncRNA_gene"
"ENSMUSG00000117653","17","gene"
"ENSMUSG00000117654","17","ncRNA_gene"
"ENSMUSG00000117655","19","ncRNA_gene"
"ENSMUSG00000117656","17","ncRNA_gene"
"ENSMUSG00000117657","17","pseudogene"
"ENSMUSG00000117658","18","ncRNA_gene"
"ENSMUSG00000117659","19","ncRNA_gene"
"ENSMUSG00000117660","18","pseudogene"
"ENSMUSG00000117661","18","ncRNA_gene"
"ENSMUSG00000117662","18","ncRNA_gene"
"ENSMUSG00000117663","18","pseudogene"
"ENSMUSG00000117664","19","ncRNA_gene"
"ENSMUSG00000117665","18","pseudogene"
"ENSMUSG00000117666","19","gene"
"ENSMUSG00000117667","19","pseudogene"
"ENSMUSG00000117669","18","pseudogene"
"ENSMUSG00000117670","19","ncRNA_gene"
"ENSMUSG00000117671","18","ncRNA_gene"
"ENSMUSG00000117673","18","pseudogene"
"ENSMUSG00000117674","18","ncRNA_gene"
"ENSMUSG00000117675","19","pseudogene"
"ENSMUSG00000117676","18","ncRNA_gene"
"ENSMUSG00000117677","18","pseudogene"
"ENSMUSG00000117678","18","pseudogene"
"ENSMUSG00000117679","18","gene"
"ENSMUSG00000117680","18","pseudogene"
